x1,x2
2.396263458,5.735040868
1.558597316,4.373553732
-0.255744299,2.244937144
2.899858876,5.623862891
0.252178658,4.576495813
2.805760313,5.442496345
0.964213147,5.471317595
1.768619978,4.848391209
1.184145418,4.325118945
1.445799567,4.909654958
-0.387156128,1.88687491
2.638792967,4.985839989
1.221993801,2.967368695
-0.444304799,2.367925631
1.167763749,4.335435979
0.952924806,3.000362543
0.348789062,2.991264514
0.700652008,4.457048438
0.987538231,3.588179711
-0.524063821,2.961048502
-0.861876261,2.278759241
1.849565423,3.184444416
-0.942372274,2.371482024
1.230962092,3.937629727
1.16116951,4.345272702
1.990953813,5.646346982
0.510342739,4.228203104
1.154478729,3.568043901
1.06753573,5.090355287
2.816342861,4.997660608
1.383303275,5.486041342
2.394746357,5.07739769
0.228134918,3.917205548
0.232359421,2.685014336
1.141608411,5.02899283
1.553938306,4.156210935
0.615588372,3.923753503
-1.021976873,2.029796655
1.077430598,4.11121842
1.292503117,3.320074854
0.926074098,5.42227093
-1.105107676,2.796071885
0.819507991,4.388090298
2.334113732,4.034291312
2.829940387,4.965453273
0.899183727,4.465535206
2.226045726,4.525730455
1.240213287,3.21716901
1.331036028,3.671567022
-0.502180453,2.504989314
0.251811843,4.080590858
0.157034197,3.770218468
1.019974325,3.901517668
1.102484528,3.803502687
1.274808905,5.079053806
1.257083129,3.832978463
1.595552854,4.232900287
0.10062588,2.915040313
0.771151041,4.20629175
0.46330709,4.372612525
2.497264206,5.412472007
0.945829139,3.473966598
1.385760376,5.262336168
0.41311488,4.98844875
1.288998572,4.024857763
1.8099012,5.751352584
0.342349327,2.753242392
2.665734713,5.90958904
2.650445843,4.652176972
-0.112146058,2.092078953
2.714114514,5.040262936
0.163470046,3.962840351
1.483298934,4.819574418
0.24554355,3.947255248
1.360577075,5.458862517
2.000384206,5.095444935
1.598027839,4.031596478
-1.796950119,1.672660026
0.585889525,3.436568133
0.327487793,3.426557945
1.01356481,3.476754267
2.554020204,5.613764892
1.142869094,4.152616702
1.791311349,3.304828696
0.105354546,3.619783923
2.086672107,5.699481784
-0.257674028,4.336229455
1.187445799,4.350959011
1.549760516,3.63734658
1.024695631,4.184252311
-0.198991444,4.503254853
0.475997008,3.244220786
0.296262198,2.532531283
2.337241877,5.217157339
1.875233092,5.114436473
1.733470821,4.45037272
1.858508797,4.780601577
1.899067965,5.808512498
0.0104342,3.709120711
1.177929239,4.72935222
-2.097341148,1.152737996
1.033318417,3.039190537
1.459744542,4.774106062
1.257996495,4.313183003
1.334935283,4.618747706
0.539355699,5.061701227
2.279578261,5.578437664
1.29668013,3.439410214
0.170455134,3.759655082
0.65583767,3.414169467
0.92139439,4.317616179
1.234837997,4.123240816
2.327185942,5.076773003
3.013475499,5.414461836
-0.556781572,2.641269214
1.901228981,5.014179616
0.556034984,3.213421405
0.828232214,3.413647022
2.750199818,4.311879917
-0.649486503,3.74892162
1.400137162,3.224419716
2.555107532,4.819404539
1.045919147,4.560072928
2.329288637,5.121528784
1.502388113,4.231399424
3.110964486,5.635701704
1.279171922,4.118791185
-0.090650964,4.588272428
0.394569311,3.357877731
0.925032532,4.438572286
-0.557472208,3.449641974
0.050518519,3.482181491
-0.675100474,2.414399344
1.321099369,4.512449877
-0.043073339,3.291255831
2.235367004,5.191709789
1.460584078,4.27642208
1.519159886,5.02955474
-0.526058729,1.936286182
-1.660653128,2.165855594
1.117302031,3.645510333
2.895046377,4.940010639
-0.521525458,3.41941963
0.47171777,3.428084362
1.315221303,3.020679377
1.723439665,4.22885564
0.431765062,3.784612256
-1.176832562,3.679662704
1.172961873,4.13340597
0.179780914,3.884804528
1.321020733,4.605135355
1.975294711,4.815691633
0.991380425,3.552388073
0.602732686,4.958159606
-0.724903181,3.376507056
0.094504113,3.147250876
1.674843666,4.624809374
2.697460543,6.030103506
1.523280315,5.888411618
2.197233839,5.282937073
0.633769114,2.809732713
0.413845975,3.045433749
1.801591258,5.471599278
2.517875687,5.529973186
1.481559331,5.050535512
1.940333318,4.238264609
-0.467380205,1.349493662
1.392272505,5.127201124
1.013149459,3.686756275
0.638011336,4.933484372
0.782173719,4.62303691
0.598141278,3.473818417
-0.130868618,3.270537388
-1.200333431,2.173159225
1.682809032,4.085126493
1.802376905,4.157080204
1.794275384,4.422272085
0.007475975,4.364706284
-0.206835407,4.571050669
2.178711315,5.597583799
0.558052738,3.163516376
-0.664720538,2.175363751
-0.48478346,3.220616417
0.686881148,4.679238823
1.213283196,4.791221018
0.325444576,3.329474245
0.92616333,3.614366554
1.633871654,3.64839792
-0.456128142,2.665420264
0.774787775,3.408181319
0.165889711,2.60799705
3.239386262,5.803290741
1.964325228,4.7573127
0.763789416,3.16723816
-0.093485707,3.92074989
1.364300427,3.930953566
1.219439602,3.869994
1.747822792,4.619059476
2.469676135,5.059110133
-0.132230489,2.346324181
3.079963762,5.523611357
1.043141759,4.067275373
1.475785983,3.734155846
2.268450011,3.98763092
0.476285641,3.576316814
0.540585975,3.902850255
0.538679658,3.532655897
0.548391029,4.902305408
1.568613716,3.615567406
0.741801535,3.609854755
0.308707691,2.753204876
2.284476152,4.575830726
1.392168126,5.037140759
1.38709513,4.134346012
1.84142977,4.761817596
1.246623994,4.873807849
1.391108947,4.213946781
0.868773241,4.500113774
0.092030894,4.559404537
-1.247865172,2.423805023
2.923082897,4.675557847
1.607377238,5.180813744
1.774987219,4.03253737
2.401806927,4.841848401
-0.236085081,1.861088926
0.999010751,2.464971923
1.126781517,2.641388773
1.643105809,4.681839236
2.143215486,5.093826709
2.221259899,5.571406397
0.366503316,3.863482099
0.874284266,4.674652299
-0.425172778,3.200621281
0.502936511,4.139164892
0.459744651,2.306130956
0.724765747,4.529883103
1.554338114,3.879102724
2.74633306,6.499543996
0.623397626,4.167674456
1.020333411,4.227710149
2.411064462,4.04326702
-1.175950997,2.490431499
0.32340112,2.212627857
1.766046613,4.067227757
0.768021237,3.503822329
2.080005338,5.193771242
1.146720938,4.305907636
-0.019532044,2.450780348
2.661848562,6.317246535
0.980594968,3.693084758
0.603876135,3.745273777
1.563214021,5.065803715
-1.735372068,1.831057924
2.33269975,5.333653527
0.748149108,4.056997062
1.584294466,4.249143682
0.691475183,2.789938754
0.990452017,2.894061496
0.400798355,3.674691458
2.035629237,4.666047781
0.147400164,3.185603694
1.299189761,5.24724361
1.555457574,5.467702525
1.506323697,4.034910458
0.598892497,4.037499761
0.645503012,4.140957682
2.875328575,5.510950824
0.207665141,2.662043095
1.246386064,4.851883317
1.082653811,4.989097824
-0.396475206,2.545650451
1.29091398,4.634914526
1.893572672,4.139433477
-0.121484121,2.757262071
-0.65923034,1.667371689
1.242831229,4.294896924
0.876276236,4.719537431
0.41122973,4.09115643
1.683018109,5.589095215
2.070780825,5.670676629
0.480901446,4.445496095
0.336519526,2.800987481
0.219142438,2.876875982
0.284305022,2.794054535
1.639197387,2.962627877
1.333377486,4.497180996
1.052245173,4.33399221
-0.592062775,2.688360471
2.516860518,4.078727094
0.215513373,4.05072698
-0.047732441,3.853464701
1.989421242,4.346402253
2.040384912,4.906817814
0.976264975,5.4135739
2.237999449,5.47233542
1.30474255,5.341973138
1.439787064,4.833108054
-0.304878126,4.253143647
0.117878941,2.407602221
1.228598073,5.404235845
1.373416326,3.807680215
2.608780219,3.934387165
0.96382014,2.756430369
1.04633703,4.111972526
2.318076514,5.786941492
2.612893942,6.269060717
2.069169589,5.805285737
-0.428958669,3.094018165
-0.187067577,3.16814147
1.582221162,4.59681469
-0.013897263,1.922034809
1.640819615,3.921932282
1.595723454,4.390634634
-0.216640625,3.6910397
1.858637953,3.662262974
2.54155168,4.483572977
2.187398116,4.853343916
0.763887574,4.393955854
1.717447382,4.698423876
1.796140582,4.700769347
1.026812398,3.633826663
0.275175099,3.601472302
0.818019253,3.387952924
-0.393016365,3.514733937
0.778473878,2.953418764
1.022714135,4.19507224
1.462377359,4.438595692
1.098971077,4.530978623
1.143486387,2.332487844
1.282069208,4.154553049
1.098399958,5.059017493
-0.678353963,2.604561114
1.97308028,4.688284271
1.443755837,4.577664683
0.311560711,2.47948932
3.430567539,5.863006083
0.134584061,3.313106095
-0.120215489,3.907005788
0.728624014,2.73551287
0.636491536,4.561305477
0.998471272,4.059993895
0.621999456,2.666143989
-0.699630075,3.647963508
1.109611417,4.955664187
0.574466242,4.541823728
0.727685722,3.863187218
2.374897637,4.569240108
1.19492465,5.073345893
1.585696822,4.567617344
0.363602967,2.911775317
0.660233912,2.03750092
0.33416641,3.179060317
-0.451895518,3.24735744
0.828642893,4.319270888
1.115746493,2.508867745
0.769736207,3.11789683
0.712105506,3.414156267
0.647530673,5.045948022
0.436650656,3.044633596
0.491575191,3.919556324
-1.539778049,1.644257335
0.893418223,3.964782083
0.327571249,3.857633504
-0.635674582,3.218526036
-0.344344242,3.841609619
1.138997198,4.395659084
3.462843095,6.714932102
3.795391858,6.929937806
1.298304328,2.977469708
-0.77128831,3.48188421
1.093204554,3.37739893
2.701432713,5.295905358
1.245565712,4.112336814
1.108001145,3.056730986
1.390752715,5.584105944
-0.391447663,1.680979941
0.848005883,3.348158799
1.999230437,5.736671101
0.532893042,3.468518662
-0.295882905,3.430404613
0.708856597,2.857544995
-0.213253032,3.662593357
0.002383672,2.976540723
0.26320277,3.527387539
1.48323039,4.038013206
-0.926578457,2.031331747
1.013190306,3.544317919
0.752632164,4.297172481
0.161884074,2.917944046
0.33496811,2.777006501
0.509920656,3.75919702
-0.315220259,3.506858558
1.256632839,4.529735543
0.326731234,3.76605664
0.786147518,3.100909772
1.01813571,3.762705688
1.062419729,5.214494922
1.832987419,5.266885077
0.554197553,3.489883141
0.518795473,2.930867853
0.207109448,3.534020844
1.146903107,4.513930491
1.669252584,4.906634887
0.636522125,3.592852706
0.150010029,3.435644887
0.903334385,4.204887391
0.878439982,4.565587406
0.590477828,2.186440999
-0.082347799,3.193956162
-1.057324265,2.010063814
0.358711198,4.086920286
-1.823284153,1.8920555
1.346586606,5.968226035
-0.974654599,1.786995076
0.707144505,3.912503885
-0.420080434,3.165417331
1.352147612,4.828874584
1.005029051,4.525268502
1.496566416,3.826818509
2.628369744,5.679848842
1.6373828,4.728599836
0.613404398,3.902615831
2.32385073,5.777573365
3.246108266,4.927004949
-2.084307806,1.398861237
2.3867172,4.610917853
1.547066018,4.916033935
1.370431617,4.243913846
1.355494188,3.874495779
1.354356383,4.76171886
0.88029093,3.761207165
0.696230385,4.489095106
1.152250922,4.679860963
2.850682498,4.977218587
1.143932134,4.794254446
1.536479965,4.006454296
1.572854423,4.875890905
0.058793443,3.129944105
1.437091425,3.740217223
0.267674525,3.485282942
-0.052985112,1.9074243
1.284004093,4.793847248
0.069478379,3.768376884
1.564168975,4.92145465
0.625755907,4.610245205
1.709184115,5.101234124
2.51853429,5.551038756
1.432197794,4.561102221
2.266818787,4.169843485
0.966756876,3.741730915
2.251457881,4.684317722
1.12186205,4.327954844
2.797477486,5.99383517
1.618694973,3.918225428
1.845369103,4.055143648
1.823115846,5.028236497
-1.969367999,1.047952288
0.084807736,3.472784517
-0.277230203,2.895004874
1.644191726,4.169833005
0.29514746,2.906868385
0.241050142,5.315202468
0.035999957,2.446303339
0.867634982,3.058176159
0.86906128,2.842564884
1.971668736,4.708003314
1.703058564,4.568605458
0.774133564,3.361163017
0.152620515,3.967864983
-0.433884866,1.955379252
2.380920212,4.718004201
0.007969124,2.636873246
1.932282804,4.282355769
1.008963833,3.136773129
1.545491672,3.71249316
1.7869537,3.957392846
1.945967294,4.127221253
1.109100632,3.797109488
0.592418486,3.672917575
1.444738386,3.044802148
3.043516725,5.67171274
1.496088845,3.782478982
-0.263938367,3.17541009
1.929401034,4.299701618
0.887926749,4.076749351
2.085625869,5.701707934
1.625447017,4.773023126
1.39148808,4.753562427
1.133652488,4.136029363
0.695032741,3.983108177
0.274388537,3.576967442
-0.090893586,2.242328201
1.055746291,4.34867305
0.182693794,3.463531196
2.417714949,4.385067546
2.101520386,4.306271073
2.227221723,6.498312202
0.514320187,3.590465163
1.992062189,4.277195118
0.37762589,3.579372401
0.907595777,3.535317703
0.866629334,2.978333547
0.737029093,2.979591913
0.505279928,3.054272063
0.627658419,4.71807111
-0.329431052,2.88175437
-0.488720246,2.872266325
-0.098251012,3.483731668
1.244820984,4.758528709
2.468385495,4.600981889
3.680559102,6.086051767
2.138993962,5.19812868
-1.350324618,2.313803598
0.100956971,3.893522735
-0.426590556,3.191508305
1.295481757,4.308973357
1.303842987,3.694917381
0.975208266,3.677244965
-0.511606936,3.201982868
1.124603153,3.953177696
1.680285811,4.951957099
-0.682656062,2.124545704
0.110705774,1.581390871
-0.283318136,2.101325127
1.394810148,4.156540385
1.600900364,4.601915981
-0.521543181,2.347225055
1.21328461,4.145815099
1.149239342,4.421241678
-0.181948007,3.478117954
2.141656162,5.621199313
-0.383782893,2.536821763
2.175572448,5.453495342
0.662442462,2.762958788
1.41161322,4.568745856
1.602682566,4.493697268
0.976786446,4.880589631
0.507272189,2.700426149
2.750871723,4.555096135
2.262148803,4.332075594
1.956273162,4.530723905
1.671017818,5.342994887
0.97173537,4.921831776
0.780639187,3.313378197
1.205555161,4.327844167
0.486765562,3.802149589
-0.104370411,3.100507495
-0.357565866,3.597161304
0.579324442,3.610176794
2.154528029,5.602446755
0.65925153,3.310624151
1.062059936,3.686968725
1.56584462,4.826333295
1.462781944,3.750407584
1.602650287,4.95671291
0.697536399,3.331103498
0.889340006,3.491390651
2.768624782,6.886319743
1.739927164,5.186219185
1.63486745,5.184182082
1.367943138,4.258656551
0.335772127,2.38712906
-0.061737254,5.43622672
0.406914303,4.631384044
0.557469202,3.053820707
1.531281188,5.31667298
1.781009106,4.535104543
2.347645917,5.010308167
1.145724974,3.922014314
-0.025289072,3.663704765
0.163793456,3.409714175
1.099146769,3.348796634
1.322794659,3.83375674
2.769097041,6.386219974
-0.793639911,2.167039533
1.862978721,5.894570839
0.68988406,3.956049944
0.621837286,3.867796004
3.788561532,6.266703426
-0.574959814,2.466392616
3.249512196,5.206261846
1.218144095,4.18622309
2.468761515,5.017783936
1.61150683,3.127435074
-0.644940231,2.27120529
-0.023229419,3.394698856
1.224062011,4.796529612
1.055319683,3.947352882
1.814541294,3.929045936
0.669131299,2.777144589
0.706621639,3.70343737
0.345742807,1.622631011
1.30568839,3.103622105
-1.254587513,1.742784409
1.271599717,4.180580298
3.000286522,5.762763579
0.51161097,3.458954155
1.1657438,4.7581194
-0.18949362,3.13731548
-1.253640933,3.14997921
-0.128165701,2.999082346
1.589079892,4.329054767
-0.137622728,2.959463586
2.533109765,5.401539444
0.776653199,4.112154401
0.184640062,4.257578926
2.019133637,5.339990722
2.46299982,5.386675907
1.771364905,4.186753324
-0.901456718,2.611994404
0.687628806,4.015531775
1.341573315,4.11766466
0.075162558,1.82844174
0.109252941,3.583620754
4.051507685,6.345460296
2.648961182,4.692055512
0.435682584,3.772931423
0.839021502,4.375843766
0.090117937,4.107368472
2.757105582,4.713333098
0.42133436,4.255057058
0.905035402,4.934365114
1.875543652,4.879935833
0.232525784,2.492215773
0.781176316,4.770056528
1.378518118,3.612456559
0.256825721,2.34787803
0.959615635,4.890119947
-0.940957919,1.787999077
0.373119092,4.530053679
-0.658031898,1.902089056
1.531748737,5.052124402
0.016704216,2.016441021
1.03610533,4.105803596
2.481651195,5.634176954
0.466136345,3.813959475
0.768025845,3.918504185
0.438937317,3.82477076
0.378918158,3.382464277
1.125020515,2.901820327
1.490432318,4.499690761
0.295999191,4.402179547
0.764634529,4.202239366
-0.059022601,2.165400365
1.023625835,3.634804142
0.189877107,3.366934214
-0.447569687,3.049066675
0.614643758,3.128562492
2.713427261,5.253790855
1.790363622,4.17706948
1.926004573,5.122951633
1.479200315,4.460089141
0.665415226,4.1808156
2.946932441,6.434353525
0.239384415,3.81504123
0.497468894,3.138446489
1.95252812,3.982684429
0.302888788,3.275244622
0.357569379,2.565992396
1.111309343,3.563984971
0.81925482,3.730302854
0.568840977,4.117321404
0.817835815,3.120247122
1.474138693,5.266799835
2.97456901,5.447253136
-0.402461886,3.50843192
0.68147543,4.062455979
0.314185908,2.367699531
1.880769304,4.165419039
0.253324347,2.548616096
0.470432294,3.763503209
-0.913059452,3.696511784
0.825620327,3.584963891
0.845685919,4.152642979
0.90522908,3.897587754
0.392103661,3.278438587
0.068437934,2.950094486
0.542488325,4.251933251
0.960851094,4.389060341
2.0972268,4.75152324
0.869045541,4.061412828
0.277364484,3.534702748
1.625678593,4.561547164
1.038672869,5.206784344
1.184174216,4.338783997
0.823148881,4.019956056
2.669951542,5.581528438
3.2601424,5.869913208
1.693618926,4.015488923
1.998936405,5.229075093
0.887936621,3.234849134
-0.141373147,4.070170542
1.22189515,4.228941323
2.236043448,5.542493375
1.001155693,4.278267251
2.73149745,6.502916761
1.825167085,3.675172611
1.453733645,5.328239824
-1.63517388,1.547227445
0.289676896,3.359458976
1.981043554,4.062918752
0.186876285,4.391052975
-0.494001064,3.556039964
1.618721816,3.899896537
2.563125886,4.893507837
1.256128685,3.447013741
1.772619616,5.23859321
0.927468778,3.242003656
0.754772885,3.895985079
0.067699784,4.178049409
2.731194067,4.841335528
2.837410581,5.994719654
-0.550041795,3.294002759
1.54246107,4.923347972
1.230633174,4.882262149
0.969306142,3.408510636
2.08828021,5.053080666
0.577674602,3.753833154
0.154956872,3.806250023
2.397591619,4.866815742
1.727525738,4.320848549
-1.114539548,2.831017115
1.053584922,4.707898493
0.898795988,4.721653641
0.221168321,3.174454201
0.162817668,3.876027082
1.262980916,4.771801576
0.790029746,4.063056535
0.380153917,3.340346389
1.488006719,4.24253035
0.326363262,3.42540444
0.475195237,3.682421464
0.229604856,4.268111586
1.985957325,3.596657408
1.77714307,3.578903369
0.051176511,2.992785682
1.021994544,5.11677003
0.340907196,2.952365872
0.821194877,3.856030341
-1.740377618,2.547633474
0.624732228,4.665303445
1.245140101,4.792923475
-0.455552511,2.972949316
0.184672412,3.203264806
0.686170849,3.641129712
2.511250628,5.157034582
0.181464015,2.829129428
-0.796859378,2.300838789
2.488288771,4.671205182
1.483150007,4.378504081
2.390969465,5.73057452
1.341559108,3.058373298
2.322047506,4.524656555
-0.271294609,2.980091144
1.61989916,4.207988759
0.472226515,4.782309695
0.728410582,4.164403776
1.472126264,4.31935212
2.378003434,6.013797693
0.149941115,2.537742777
-1.144667477,2.69782294
1.615390056,5.948172071
-0.127717135,2.839897371
0.418010757,3.077641385
0.074572165,2.292682548
1.597320586,4.920426821
2.638689315,5.546600031
0.80767113,1.972153864
0.876273148,4.411487947
-0.170649797,2.520655622
2.040614755,3.863145846
0.469469352,3.090050705
0.062581645,3.631717273
2.843328268,5.469723885
2.029112774,4.790149581
0.573817503,2.827686358
1.99351884,4.03167298
0.13662078,3.617749572
2.05398349,5.896608678
0.776905205,3.667253918
-0.50381897,3.573667222
0.208952758,2.713433498
0.294542544,3.138692943
1.985450512,4.523008402
-0.667309429,2.756562544
1.098043499,4.085865722
1.145776391,4.003001613
-0.196751781,2.768727238
0.397233257,1.949565877
1.175536788,4.096094602
0.758505716,3.853294095
0.97284937,3.779598524
-0.359487319,2.947128885
1.195893602,4.480795225
1.348125651,5.753600644
-0.66709062,4.290841168
0.381340806,3.062291948
1.537871921,4.782995011
1.732402123,4.047370503
1.547277166,3.950137961
0.333891876,3.358513206
1.266220397,3.945245173
0.903507534,4.748890629
-1.318429997,1.330937521
0.602558678,3.333833917
-0.35430085,4.352040056
-0.405570015,3.540821391
1.571389451,4.225324872
-0.620515892,3.03318404
0.512903851,4.001298625
-0.585807076,2.268105395
1.575983996,4.555281422
-0.949454747,3.043590157
0.579829401,3.261369263
0.297447528,4.192189143
1.20951294,3.814415317
3.857382031,5.628712343
0.548007605,3.22397278
0.064014662,2.899283147
1.256573986,3.943372935
1.123779314,3.957760757
1.021274941,3.006031443
1.753597369,4.071413362
1.45135834,3.72510994
2.396000405,4.314167101
0.211919605,2.710985988
0.477504259,3.879999113
1.623759628,3.176253981
1.619091402,3.481147991
-0.770577096,3.08676382
0.979889546,6.020264389
1.9759689,4.266872525
1.019340757,3.451068921
-0.077632678,2.212254502
0.8228325,3.571127039
1.240462328,3.924847486
1.522635862,4.544757376
0.321485437,3.54812007
1.579883088,4.584424385
0.817447439,2.98388952
1.41589417,3.918397152
0.518846139,3.777731799
-0.611970596,2.245811805
1.049893739,4.057983519
-0.311957251,2.939427584
0.733888262,3.258249711
2.046005618,5.397810159
0.726230201,3.645496987
0.483652697,3.031964163
1.701877077,4.96433198
2.042974809,4.470197396
0.350644399,4.936425286
0.568113661,4.683366652
1.210279707,4.832574069
0.871442242,4.244166353
1.287688434,4.815444949
-0.845198778,1.886377874
1.133797621,4.791605892
1.476614635,4.734230401
0.04613235,3.373197904
0.62867337,5.086461953
0.956268308,3.209034566
2.188933772,4.652179501
1.232336461,4.18401963
3.08597862,6.182017337
1.175448107,5.958286547
0.683268035,3.328273623
-0.912987934,1.329235061
0.933981981,3.040527275
1.415686126,4.065985761
0.076403406,3.521746919
-0.070973841,3.431307638
0.089168554,3.88975578
0.197409608,3.986796229
1.158778727,3.889830122
-0.851871488,2.761008224
0.693012432,2.763812025
-0.088738817,1.508976633
0.070292638,3.051363168
1.10017688,4.538402956
0.354567125,2.536907128
1.064286133,4.784545004
2.679256446,5.107726472
-0.569436417,3.290111588
1.582870328,4.792607539
0.508282582,3.397608746
3.538343561,6.286331596
1.742386375,4.85991546
-0.606015863,3.016561801
1.646868465,5.359094245
1.152802979,4.19779317
1.628156367,4.685468506
1.312087141,4.313605697
1.831866495,4.400494425
1.239706735,3.918163985
3.773296974,5.885824273
2.193586815,4.939642026
0.276457564,3.52725846
1.415560279,4.882377885
1.957073296,4.452142961
-1.390813626,1.81153927
2.883730155,5.244090868
1.310851811,3.675088851
-0.541464163,1.795765696
0.740369234,3.959031528
2.994113905,6.724164425
1.439102364,4.895494853
1.534969273,4.342515247
0.063585039,2.507614971
0.890122188,4.679836112
0.399153894,3.651485667
0.84168127,4.170290772
0.296172038,3.841318833
1.247670852,4.723904261
2.151221651,3.894352822
-0.057247993,2.837401949
-1.220702275,2.650887752
1.908081413,5.144049478
1.160208941,3.560928118
-0.72526904,2.917303315
-0.069943649,3.150091868
0.865215157,4.195256575
0.305147732,3.146891393
1.526956348,4.763378058
0.426874073,3.467356289
0.092962622,2.26296657
-0.165519804,3.352115518
0.819262503,5.095626884
1.335958068,5.255907668
-3.271832259,0.865121098
0.675001065,4.741600194
0.566587593,2.80615631
2.523412557,4.465742625
1.005306625,4.03469721
1.243972557,3.395509679
1.598086965,5.393014174
0.624318643,3.440317267
0.525808734,4.082484637
1.362435149,3.540199332
-0.259754283,1.804885479
0.146280133,2.518057445
2.710811388,6.188185906
-0.080663938,3.926482039
1.45174519,4.455419741
-0.624444343,2.701107998
0.590667197,3.850942812
0.973733846,2.939522331
1.461067588,4.983501293
-0.540918404,3.181647426
0.728695503,3.602020751
1.325942746,4.259612194
-0.75534053,2.321482982
1.633900941,5.039962182
-1.47215494,2.905337921
